ml_dataset_index,pista_raw,responsável,1-jogo-de-palavras-anagrama-cacofonia,2-ref-visual-observavel-team-rua,3-criptografia,4-ref-historica-mitologia,5-cultura-pop-conhecimento-geral,6-ref-interna-cidade-universitaria,7-ref-externa-campus,8-caminho-trajetória-roteiro,9-manipular-imagens,10-busca-listas-elencaçoes-clusters,11-links-site-integra-daquele-ano,12-tarefa-não-papel,Método_agregado,autor_raw,macro_raw,micro_raw,explicação_raw,interna_raw,tem_texto?,tem_explicação?,tem_macro?,é_papel?,ano,revisar?,rotulado_metodo,link,2017_respostas,2016_observaçao,2015_dificuldade,prompt,prompt_pista,macro_depara
ML_2014_00060,QR CODE,,,,,,,,,,,,,,,,IAG,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,IAG
ML_2014_00061,QR CODE,,,,,,,,,,,,,,,,Ponto de ônibus P-Trem,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,P trem
ML_2014_00062,MAPA CAÇA LETRA,,,,,,,,,,,,,,,,Ligar para CO 3037-1706,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Não é Papelzinho
ML_2014_00063,MAPA CAÇA LETRA,,,,,,,,,,,,,,,,Ligar para CO 3037-1706,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Não é Papelzinho
ML_2014_00064,MAPA CAÇA LETRA,,,,,,,,,,,,,,,,Ligar para CO 3037-1706,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Não é Papelzinho
ML_2014_00065,MAPA CAÇA LETRA,,,,,,,,,,,,,,,,Ligar para CO 3037-1706,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Não é Papelzinho
ML_2014_00066,MAPA CAÇA LETRA,,,,,,,,,,,,,,,,Ligar para CO 3037-1706,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Não é Papelzinho
ML_2014_00067,MAPA CAÇA LETRA,,,,,,,,,,,,,,,,Ligar para CO 3037-1706,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Não é Papelzinho
ML_2014_00068,MAPA CAÇA LETRA,,,,,,,,,,,,,,,,Ligar para CO 3037-1706,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Não é Papelzinho
ML_2014_00069,Asas enormes trouxeram sombras ao sul. Por aqui parecia que todo mundo tinha dado a mão (eles diziam). Mas a neve veio décadas depois para não nos deixar esquecer.,,,,,,,,,,,,,,,,Monumento da ditadura (usar condor copa etc),,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00070,"Sobre o triunfo das divas de Galilei, na mais valiosa está.",,,,,,,,,,,,,,,,cavalo – deusa engenharia,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Praça do Cavalo
ML_2014_00071,Vejo uma depressão incurável. Melhor é encostar no canto desse muro de pedras e admirar a estrela polar.,,,,,,,,,,,,,,,,Canto de pedra de onde pode ver o símbolo da fau ao norte.,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,FAU
ML_2014_00072,Um cacique cara-pálida dessa pólis foi agraciado pelos verdadeiros tribais.,,,,,,,,,,,,,,,,CEPAM(Faria Lima),Placa,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CEPAM
ML_2014_00073,"São Paulo, 14 de março de 2014.//Vocês acabaram de perder uma safadinha assassina mas se correrem ainda podem encontrar outra tarada por sexo.",,,,,,,,,,,,,,,,Cinusp (vai estar passando esses filmes dia 14),,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CRUSP
ML_2014_00074,O 2104º segredo,,,,,,,,,,,,,,,,Página no Face. Local: Sala do Prof José Afonso Mazzon E-187,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00075,Teatro-Açu S13E09,,,,,,,,,,,,,,,,Placa de rua sem saída do lado do teatro laboratório,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00076,"Se essa relíquia criada por Din e suas amigas está aqui, seria este o Reino Sagrado?",,,,,,,,,,,,,,,,triangulos 3-Force praça do relógio,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00077,"Trêmula, cercada de água por todos os lados e sempre a primeira a acordar. Porém, deixou por aqui a prova da Síndrome de Estocolmo.",,,,,,,,,,,,,,,,Escultura Ultramarinho Tomie Otake (MAC),,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00078,SS Venture está esperando para descarregar,,,,,,,,,,,,,,,,Carga e descarga da Geo,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Geociencias
ML_2014_00079,Chuto que José Guilherme de Toledo começou aqui,,,,,,,,,,,,,,,,traves do nuri,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00080,x,,,,,,,,,,,,,,,,CCE em tablatura,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00081,"Era uma vez, no quintal de casa, que me transformava num planeta girando em torno do sol, me sentindo a própria Terra em órbita. Eu tinha o impulso de que precisava, mas acabava logo voltando ao ponto de partida.",,,,,,,,,,,,,,,,balanco de pneu na FFLCH,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00082,"Um dos filhos, tomado pela inveja de seu primo rico, saiu de casa as pressas de cabeça erguida, pela porta da frente, deixando ainda alguns de seus atuais pertences.",,,,,,,,,,,,,,,,MAC,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,MAC
ML_2014_00083,"Nem todo vinho melhora com o tempo, principalmente se a adega é na Vila Olímpica.",,,,,,,,,,,,,,,,Chevette na fflch,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00084,"É cansativo: primeiro as catracas do dia a dia, depois a caminhada insalubre, ainda tem os riscos da cidade grande. Quando acabas de passar com segurança já percebes que estás sendo vigiado.",,,,,,,,,,,,,,,,Carro abandonado entre CRUSP e CEPE,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00085,"Os orientais, com sua embarcação roedora, deram um cano na tribo e partiram pelo caminho das águas",,,,,,,,,,,,,,,,Placa da adutora de cotia,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00086,Faria mais sentido se só comesse aqui em agosto.,,,,,,,,,,,,,,,,Cachorrão psico,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Psico
ML_2014_00087,"Vejam que espetáculo: Um sai apressado de casa e coloca-se ao lado do Outro (que já estava perto de seu destino). De repente, sem qualquer suspeita do Um, o Outro o passa a perna, derrubando-o. Porém não ocupa sua casa.",,,,,,,,,,,,,,,,Paço das Artes,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Paço das Artes
ML_2014_00088,Na pequena torre/guardava uma história/feita de memória,,,,,,,,,,,,,,,,Casa de Cultura Japonesa,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Casa de Cultura Japonesa
ML_2014_00089,"Subindo pelo caminho tortuoso, João e Maria encontraram o segredo. Estava onde ela morreu.",,,,,,,,,,,,,,,,Oficina FAU - 'churrasqueira',,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,FAU
ML_2014_00090,"De tanto invejar sua meia-irmã, não lhe tirava os olhos, e ainda lhe tomou uma de suas invenções para seu escudo",,,,,,,,,,,,,,,,Brasão na entrada da FEA,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00091,Se o outono não fizer uma prova vai dar pra passar com a segunda.,,,,,,,,,,,,,,,,Substação elétrica P2,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Subestação
ML_2014_00092,Aqui jaz aquele que foi consumido pelo excesso de amor próprio. Tudo por uma simples vingança.,,,,,,,,,,,,,,,,Espelho d'água do relógio de sol,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Praça de Relógio Solar
ML_2014_00093,"Roca: Formação geológica que consiste de várias falésias íngremes e verticais em coluna, isoladas pela erosão. São formados pelos processos geomorfológicos costeiros, que são eventos naturais. Originam-se em camadas de rochas metamórficas, em rochas piroclásticas e em rochas sedimentares. São utilizadas pelas aves para fazerem ninhos e são populares para esportes radicais.",,,,,,,,,,,,,,,,Parede de escalada da Geo,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Geociencias
ML_2014_00094,Esses estrangeiros são tão bons em fazer cerveja quanto nisso aqui.,,,,,,,,,,,,,,,,Tenda do ECP na raia,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Raia
ML_2014_00095,O Gd-CM é descartado pela porta dos fundos.,,,,,,,,,,,,,,,,Lixo do lab de ressonancia da física,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,IF
ML_2014_00096,Santos Dumont poderia vender cachorro quente nas horas vagas (se a lenda fosse verdade),,,,,,,,,,,,,,,,Trailer Laboratorio de modelos de embarcações na Raia,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Raia
ML_2014_00097,O bar está precisando de gente com a fé e sem critérios. Mas antes de entrar fique quietinho.,,,,,,,,,,,,,,,,Biblioteca da FEA,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,FEA
ML_2014_00098,O alimento da simbiose de Komodo,,,,,,,,,,,,,,,,Trailer branco entre ICB3 e Odonto,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00099,Na porta da antiga senzala da primeira dama,,,,,,,,,,,,,,,,Aquele predinho velho da subestação. O novo prédio do lado dele chama DAMA 01,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Subestação
ML_2014_00100,Era o quadro de Rá,,,,,,,,,,,,,,,,"relógio de sol, dentro do compartimento do ponteiro",,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00101,Único jeito de ser bixo da Poli sem estudar muito é pedir pra viver aqui.,,,,,,,,,,,,,,,,Biotério,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00102,Telepaticamente ouvi Dois Córregos. Calcule o telefone dobrado e você vai entender o porquê. (Quando faltar pouco peça ajuda da máfia),,,,,,,,,,,,,,,,Sala de Gaetano Siciliano no IME (141-A),,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00103,"Porra meu, para de correr o caça que a chance de você achar essa pista aumenta",,,,,,,,,,,,,,,,Anfiteatro Francisco Romeu Landi,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Poli sem Poli Quimica
ML_2014_00104,"São 9, mas com 27 pernas. Como esperado só um é reaça.",,,,,,,,,,,,,,,,Placa de seta a direita nas vagas de idosos atras da biblioteca,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00105,André não fez nada pelo irmão ao lado. O curioso é que foi escondido por aqueles que querem ser Deus. Acho que só por isso ele virou santo.,,,,,,,,,,,,,,,,Caixa abandonado do lado do santander na bio,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Bio
ML_2014_00106,Ela dobra meu entretenimento. Mas aí pode esquecer o Padrão FIFA...,,,,,,,,,,,,,,,,Arquibancada do modulo,Extintor embaixo,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00107,"Oi Cid, está com hepatite?",,,,,,,,,,,,,,,,Âncora do IO,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,IO
ML_2014_00108,ae-jjgiwt im-qajjqv,,,,,,,,,,,,,,,,Letreiro hidraulica,"Placa, fresta embaixo",,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Hidráulica
ML_2014_00109,ae-lkxoru go-pag_td,,,,,,,,,,,,,,,,Ponte do relógio,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Praça do Relógio
ML_2014_00110,be-km+bna hm-sieatd,,,,,,,,,,,,,,,,Portão São Remo,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Portão São Remo
ML_2014_00111,be-lm_tnp gm-patd_g,,,,,,,,,,,,,,,,Filhote de anfiteatro romano do lado da adm da FFLCH,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,FFLCH Adm
ML_2014_00112,bd-kmlgza hm-p__ywz,,,,,,,,,,,,,,,,P1,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,P1
ML_2014_00113,cd-jj+xse gm-pfcfof,,,,,,,,,,,,,,,,P2,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,P2
ML_2014_00114,ce-loxbvw hn-rg_acp,,,,,,,,,,,,,,,,P3,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,P3
ML_2014_00115,"Bilbo não tem mais CREA, mas agora já foi.",,,,,,,,,,,,,,,,Casa do hobbit na oficina da fau,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,FAU
ML_2014_00116,Esconda-se Pezinho! Um Dente Afiado foi visto por aqui!,,,,,,,,,,,,,,,,Dinossauro de brinquedo da educação,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Faculdade de Educação
ML_2014_00117,Mim querer xampu! // Tá bom cabeça de peru!,,,,,,,,,,,,,,,,Barbeiro perto do CRUSP,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00118,Que casinha decente! (Link patrocinado pela Universidade),,,,,,,,,,,,,,,,Sede nova da ADUSP,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Adusp
ML_2014_00119,Adiantando: está no terceiro molar. Para chegar até lá só entendendo que Simão está no eixo (mesmo que depois fosse perder sua autoridade lá).,,,,,,,,,,,,,,,,Stonehenge,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Stonehenge
ML_2014_00120,"""Bixo o cego é surdo o seu pai é broxa e vocês são burros ninguém foi salvo imagina na copa cacete vá se fu..."" ""Ou você me caguei inteiro na aula de cálculo do ime que tenso bixo""",,,,,,,,,,,,,,,,3091-3570 laausp,Extintor,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CEPE
ML_2014_00121,"""Bixo, o cego é surdo, o seu pai é broxa e vocês são burros. Ninguém foi salvo, imagina na Copa. Cacete, vá se fu..."" ""Xiiiii... Minha maçã quadrada caiu no chão.""",,,,,,,,,,,,,,,,3091-3217 Material Esportivo CEPE,Conduite lado direito,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CEPE
ML_2014_00122,"""Bixo, o cego é surdo, o seu pai é broxa e vocês são burros. Ninguém foi salvo, imagina na Copa. Cacete, vá se fu..."" ""Ixi. Deus do Céu. Com certeza não vai dar certo. Deixei caixas invisíveis no porão.""",,,,,,,,,,,,,,,,3091-3554 Portaria CEPE,Móvel atrás da janela por dentro,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CEPE
ML_2014_00123,"""Bixo, o cego é surdo, o seu pai é broxa e vocês são burros. Ninguém foi salvo, imagina na Copa. Cacete, vá se fu..."" ""Ixii. Deus do Céu. Com certeza não vai dar certo. Deixei caixas invisíveis no porão.""",,,,,,,,,,,,,,,,3091-3555 Diretoria CEPE,Vão entre a porta e tijolos,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CEPE
ML_2014_00124,"""Bixo, o cego é surdo, o seu pai é broxa e vocês são burros. Ninguém foi salvo, imagina na Copa. Cacete, vá se fu..."" ""Mim cliente quer xampu, seu cabeça oca""",,,,,,,,,,,,,,,,3091-3362 Reservas CEPE,entre os quadros e a janela,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CEPE
ML_2014_00125,"""Bixo, o cego é surdo, o seu pai é broxa e vocês são burros. Ninguém foi salvo, imagina na Copa. Cacete, vá se fu..."" ""Come o flango flito! Custa tlinta e tlês. Opa, é gostoso então? Ceteza! Traz aí e junto traz duas cocas. Sai flango sai flango. Xi, cacete... Essa porra era pomba!""",,,,,,,,,,,,,,,,3091-3515 Gráfica,Enterrado no vaso,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,CEPE
ML_2014_00126,"""Bixo, o cego é surdo, o seu pai é broxa e vocês são burros. Ninguém foi salvo, imagina na Copa. Cacete, vá se fu..."" ""Que merda é essa? Por que caralhos isso tá aqui? Mas que lixo de coisa.""",,,,,,,,,,,,,,,,3091-3314 Nuri,Abaixo do Nuri do CEPE,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Nuri
ML_2014_00127,Experimentei a vontade de matar e aí percebi que isso se traduz como esforço. Pelo menos não vou queimar no mármore do inferno.,,,,,,,,,,,,,,,,Sala 267 Letras - Lab de árabe extintor,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00128,AIK Ishockey espera Anaheim para um grande amistoso. Reserve já sua vaga.,,,,,,,,,,,,,,,,Estacionamento do HOVet,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,#N/A
ML_2014_00129,"Ao meio dia e em meio a tanto atrapalho, comece a estudar como inicia a neve.",,,,,,,,,,,,,,,,Placa IPEN,,,,TRUE,FALSE,TRUE,,2014,,,,,,,,,IPEN
ML_2014_00130,Procure a C.O.,,,,,,,,,,,,,,,,Letreiro da hidráulica,"atrás do ""R"", enterrado entre a base de cimento e a Terra",,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Hidráulica
ML_2014_00131,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00132,Procure a C.O.,,,,,,,,,,,,,,,,pte relógio,"Parapeito da esquerda, perto do portão, externo ao parapeito",,,TRUE,FALSE,TRUE,,2014,,,,,,,,,Praça do Relógio
ML_2014_00133,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00134,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00135,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00136,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00137,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00138,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00139,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00140,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2014_00141,Procure a C.O.,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,2014,,,,,,,,,#N/A
ML_2009_00001,"Você pode até suar muito, mas tem que
 lutar para entrar na POLI.",,,,,,,,,,,,,,,,EEFE,"Grade que separa a academia
 do tatame azul e amarelo 
 do ginásio de ginástica",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,EEFE
ML_2009_00002,"Faça frio, faça calor, eles são o futuro da
 nossa sociedade.",,,,,,,,,,,,,,,,FEBRACE,"Climatizador do lado
 direito da porta",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,#N/A
ML_2009_00003,"Pediu a segunda nota e tornou público o desabafo ao seu amado:
 ""Amor anal, Ave!
 Ama rabos é Mar? É?
 PS. Eu te A...""",,,,,,,,,,,,,,,,TEATRO ROMANO,"No alto da árvore do 
 fundo (na direita)",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,#N/A
ML_2009_00004,"Cavalo dado não se olha os olhos... Ou são
 os dentes?",,,,,,,,,,,,,,,,VET,"Sala escura perto da 
 oftalmologia do Hospital
 Veterinário",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Vet
ML_2009_00005,"Fez uma limpeza em casa... Tinha que ser
 politécnico o viado!",,,,,,,,,,,,,,,,RAIA,Cemitério de outdoors,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Raia
ML_2009_00006,"Uma imensa fábrica de macarrão cujos
 carboidratos são fundamentais para o que
 precisamos.",,,,,,,,,,,,,,,,CEPE,"Rolo compressor que 
 tem do lado da pista de 
 atletismo do CEPE.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,CEPE
ML_2009_00007,"Nossos antepassados nos ensinaram que 
 encontramos vida mesmo após a morte.",,,,,,,,,,,,,,,,EDUCAÇÃO,"Num jardinzinho que tem um
 puta tronco de árvore caído do
 lado de fora da Educação. Está
 em uma fresta das pedras do 
 lado oposto do tronco (qdo se 
 chega nele vindo do prédio).",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Faculdade de Educação
ML_2009_00008,"1, 2, 3... BAR...",,,,,,,,,,,,,,,,FFLCH,"No muro da ADM da FFLCH com 
 o Anf. Romano (BURACO 
 PEQUENO A 2m DE ALTURA).",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00009,"No mundo animal todos migram em bando e
 organizados em fila. Esses são os únicos 
 bichos que não souberam se organizar.",,,,,,,,,,,,,,,,CEPE,"Em cima do portão (canaleta) 
 de entrada do Velódromo, onde
 deu a merda no Bixopp.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,CEPE
ML_2009_00010,"Na tênue fronteira do esporte para a 
 juventude encontramos repressão.",,,,,,,,,,,,,,,,ACADEPOL,Co corrego perto da Acadepol,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Acadepol
ML_2009_00011,"Caralho, que porra é essa?! (em braile)",,,,,,,,,,,,,,,,FEA,"Escultura da FEA, enterrada na
 esquina de grama mais 
 próxima da placa que fala da 
 obra.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FEA
ML_2009_00012,"É a maior corrida do planeta! 246.000 
 italianos, 167.000 americanos e 310.000 
 russos. Todos eles correndo para a sombra.",,,,,,,,,,,,,,,,CEPE,"Na árvore em frente ao 
 número 723000 do
 Velódromo.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,CEPE
ML_2009_00013,"Volta e meia nos deparamos com as 
 pressões da alta sociedade.",,,,,,,,,,,,,,,,FÍSICA,"Atrás do Ed. Alessandro Volta, onde 
 tem infinitos cilíndros de gás. 
 Olhando de frente para o portão, 
 está na extrema direita (parte de 
 madeira branca), encrustada em 
 uma fresta junto ao chão.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IF
ML_2009_00014,Tomo um Banho de Lua...,,,,,,,,,,,,,,,,ECA,No banheira do jardim da Música.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,ECA
ML_2009_00015,"Um Tiranossauro, um mastodonte, um 
 triceratops, um tigre dente-de-sabre e um 
 dragão, todos combatendo as pragas de 
 verão.",,,,,,,,,,,,,,,,BIO,"No cesto de lixo reciclável 
 atrás do prédio da Bio, 
 onde tem a competição dos bixos.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Bio
ML_2009_00016,"O olhar da tecnologia nos faz fugir da 
 realidade.",,,,,,,,,,,,,,,,POLI,Na porta da Caverna Digital.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Poli sem Poli Quimica
ML_2009_00017,"""Lutemos companheiros e companheiras 
 pela libertação dos operários oprimidos.""
 Diógenos de Jesus, PNN - 1961",,,,,,,,,,,,,,,,BIO,No PNN 1961 do apiário da Bio.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Bio
ML_2009_00018,Marcha,,,,,,,,,,,,,,,,RAIA,No suporte a faixa da Raia.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Raia
ML_2009_00019,"No campeonato dos bichos, ele ganhou. 
 Mesmo tendo presente apêndices no 
 abdome...",,,,,,,,,,,,,,,,BIO,Embaixo da estante.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Bio
ML_2009_00020,"Na fronteira que nos separa de unidade e 
 de equilibrio paira a pergunta: estamos 
 cuidando bem do nosso corpo?",,,,,,,,,,,,,,,,EEFE,"Enterrada ao lado do Ying Yang na 
 base do último E da EEFE.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,EEFE
ML_2009_00021,"A quinta posição do objeto de desejo dos 
 Politécnicos.",,,,,,,,,,,,,,,,QUÍMICA,"Embaixo do carpete, na quina
 oposta da frente da porta 5 do 
 queijinho.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Químicas
ML_2009_00022,Procure no buraco negro.,,,,,,,,,,,,,,,,IAG,"Dentro do buraco pequeno do 
 portão do IAG.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IAG
ML_2009_00023,"Eu era um ser singelo, pacato e sem-teto. 
 Hoje, após pouco me movimentar, 
 conquistei uma cobertura número 34.",,,,,,,,,,,,,,,,FFLCH,"Pto. De Ônibus. 
 Estando no ponto, em cima do 
 poste esquerdo (no cruzamento
 frontal de vigas).",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00024,Hipérbole ímpar.,,,,,,,,,,,,,,,,IME,"Na hipérbole de cor diferente
 (ENTERRADA DENTRO DO VASO).",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IME
ML_2009_00025,Às 11:34 pegue o elevador social.,,,,,,,,,,,,,,,,FFLCH,Atrás do quadro do relógio.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00026,"Quase fui ao trote onde a lama não era lama
  e a farinha não tinha cor. Fiquei de fora, 
 mas acabei virando universitário.",,,,,,,,,,,,,,,,GUARDA,"Na guarita da guarda, na reitoria.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,#N/A
ML_2009_00027,"Afogamento seria um destino interessante 
 reservado para o diretor. Mas há uma 
 chance dele se salvar.",,,,,,,,,,,,,,,,IO,No colete salva-vidas do CA do IO.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,IO
ML_2009_00028,"Procure por Paulo no caminho da
 Primavera.",,,,,,,,,,,,,,,,EDUCAÇÃO,Na porta do CA da Educação.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Faculdade de Educação
ML_2009_00029,"A próxima pista está na trilha da selva para o
  abdomi.",,,,,,,,,,,,,,,,BIO,"Na trilha que sai da Rua do Matão 
 e vai pra ADM da Bio.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Bio
ML_2009_00030,"Faz favor, procure o programa de pós-
 graduação em integra!",,,,,,,,,,,,,,,,COLMÉIA,"Na porta do programa de pós-
 graduação em integração da 
 América Latina.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,CRUSP
ML_2009_00031,Às 9:46 soou o sino do relógio,,,,,,,,,,,,,,,,REITORIA,"Enterrado colado ao bueiro 946 
 perto do sino da Reitoria.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Reitoria Nova
ML_2009_00032,Nada do que foi será...,,,,,,,,,,,,,,,,TPN,Na piscina de ondas do TPN.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Poli sem Poli Quimica
ML_2009_00033,História da história.,,,,,,,,,,,,,,,,FFLCH,"Atrás do quadro (na quina inferior
 esquerda) da FFLCH antiga.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FFLCH (Sem contar Adm)
ML_2009_00034,... Esse é o som da Rateria...,,,,,,,,,,,,,,,,POLI,Na casa de passarinho da ASEP.,,,TRUE,FALSE,TRUE,,2009,,,,,,,,,Poli sem Poli Quimica
ML_2009_00035,"Em meio à sociedade brasileira, os 
 alcoólicos anônimos surgiram com o intuito 
 de ajudar os bêbados a pararem de fazer 
 coisas proibidas.",,,,,,,,,,,,,,,,FEA,"Na placa de proibido estacionar 
 do Sweden.",,,TRUE,FALSE,TRUE,,2009,,,,,,,,,FEA
